policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,rms_cte,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,set,case_id,scenario,stratum,supervisor,behaviour
model,head_on,9.232109315190328,1.7023597866023747,179.98883902002405,,,,goal,False,False,63,115.97582294966554,-10.955084275782577,16,0,21,0,0,1.0881446876227043,0.0,1.5468800200139412,0.0,0.0,0.6213838093018083,0.7507328752636313,3.861364522271386,1.33165961671765,0,,False,head_on,27,0.0,False,0.0,tier_b,B-00-10,10,basin,off,cv
model,head_on,9.204527093615056,1.0939816058571048,187.4782660753667,,,,goal,False,False,59,72.94303318648089,-18.8549267254172,8,0,3,0,5,2.932039931048167,0.0,0.482587737573791,0.0,0.5786696025473607,0.7028263331540399,0.96452937360159,1.8581005328901925,1.7945333623658404,0,,False,head_on,24,0.0,False,0.0,tier_b,B-00-11,11,basin,off,cv
model,head_on,9.204828784973326,0.5805061151729531,183.6892070283172,,,,goal,False,False,60,100.51851699014472,-23.182623217916145,4,0,11,0,3,2.4775199514642967,0.0,2.6478734403439126,0.0,0.308123349539953,0.6570907001329399,0.9698705613916964,1.4573798857495337,0.7295936491758689,0,,False,head_on,24,0.0,False,0.0,tier_b,B-00-12,12,basin,off,cv
model,head_on,9.289461395278718,0.4768490170173729,186.3313669604084,,,,goal,False,False,63,94.17937990816958,-16.539465108233014,5,0,9,0,6,1.4466816104757694,0.0,1.644721914862751,0.0,0.768309387304901,0.6444977787655004,0.9510944684656928,1.5804557681310478,1.296397604244865,0,,False,head_on,24,0.0,False,0.0,tier_b,B-00-13,13,basin,off,cv
model,head_on,9.214673860059683,0.4183507993449766,171.4805020485412,,,,goal,False,False,61,113.05531017248995,-19.302220957653045,8,0,0,0,4,3.0645121681021465,0.0,0.0,0.0,0.9184190501216488,0.631726210359177,0.835521524040154,2.057741871899646,1.0154515298060731,0,,False,head_on,18,0.0,False,0.0,tier_b,B-00-14,14,basin,off,cv
model,head_on,9.210984975853394,0.6800938662761706,178.68720366977095,,,,goal,False,False,64,44.35450945323275,-23.90385496486739,6,0,4,0,8,2.4484681727866917,0.0,1.0303086385652451,0.0,1.7944058690529747,0.6641857466090275,0.8886824515469942,2.562278253327265,2.2683649304620688,0,,False,head_on,22,0.0,False,0.0,tier_b,B-00-15,15,basin,off,cv
model,head_on,9.23122588458803,0.911497933345034,172.2571361325166,,,,goal,False,False,60,101.66462900719333,-29.438701773650266,8,0,5,0,4,4.4836045793038215,0.0,1.03299653587571,0.0,0.7835714615430643,0.6506844862802316,0.9326800401014718,1.6939663094858506,0.4416198750029537,0,,False,head_on,20,0.0,False,0.0,tier_b,B-00-16,16,basin,off,cv
model,head_on,9.200509195158867,0.5207322767713294,180.1240609809239,,,,goal,False,False,59,72.29671071937382,-23.99637146406995,10,0,2,0,6,4.177853038981143,0.0,0.2485035704560513,0.0,0.5380857927714461,0.6849350372741936,0.8776964527649654,2.2648725636144262,1.7646353847162717,0,,False,head_on,27,0.0,False,0.0,tier_b,B-00-17,17,basin,off,cv
model,head_on,9.20975026044725,1.2616438722917735,180.06389600978335,,,,goal,False,False,57,97.1654184077541,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.691575628997854,0.8532592668076348,3.928401763763756,1.7900130616588168,0,,False,never,0,0.0,False,0.0,tier_b,B-00-18,18,basin,off,cv
model,head_on,9.34114738208815,1.5877926054028224,183.08248573965344,,,,goal,False,False,65,119.18483909309724,-20.60953914076889,11,0,0,0,4,3.808144856775314,0.0,0.0,0.0,0.3909382443846846,0.6079486984668098,0.8727645570736607,3.099758596234332,0.7652583933942416,0,,False,head_on,27,0.0,False,0.0,tier_b,B-00-19,19,basin,off,cv
model,head_on,9.27433265325314,1.1617670806769254,177.4063701601212,,,,goal,False,False,62,115.92650899754308,-26.57578634374324,6,0,7,0,2,3.953554268494583,0.0,1.480891491381882,0.0,0.3721074101600616,0.6362627288208149,0.8489516396590474,2.019707465917105,0.5056008567886441,0,,False,head_on,22,0.0,False,0.0,tier_b,B-01-00,20,basin,off,re
model,head_on,9.22382710589348,0.3746545793457778,182.6914241951244,,,,goal,False,False,63,108.14459579230346,-23.385239129034805,8,0,2,0,6,3.572693393656301,0.0,0.350581404710199,0.0,0.986291949662088,0.6220090654234054,0.8949712297088745,2.027331859406001,0.9159010004772956,0,,False,head_on,23,0.0,False,0.0,tier_b,B-01-01,21,basin,off,re
model,head_on,9.217776370165236,1.9328187521485696,182.7523072172884,,,,goal,False,False,63,116.54877176076393,-25.651843040351224,7,0,1,0,5,3.719693757550244,0.0,0.0089496225378452,0.0,1.60158673318695,0.6050211339544738,0.8204400382138278,2.4881115217940204,0.3787521170858117,0,,False,head_on,20,0.0,False,0.0,tier_b,B-01-02,22,basin,off,re
model,head_on,9.202986195604916,0.2115441716810377,170.53448994405818,,,,goal,False,False,61,39.7198271240552,-15.396571844469124,3,0,8,0,7,0.6508598874903643,0.0,1.2693828177745634,0.0,1.6900082794229756,0.6885967933347271,0.8972901980055177,1.5635349253542845,2.438146239054786,0,,False,head_on,20,0.0,False,0.0,tier_b,B-01-03,23,basin,off,re
model,head_on,9.426943731983418,0.444074221815381,187.3874051658495,,,,collision:obstacle,True,False,48,-371.9155940876497,-37.015760520613895,7,0,26,0,2,0.889733896911572,0.0,8.983093126294733,0.0,0.0605427724979073,0.5579235638885703,0.7530993200240613,1.977455624349774,1.262652648468518,0,,False,head_on,26,0.0,False,0.0,tier_b,B-01-04,24,basin,off,re
model,head_on,9.200231435094338,0.7601626404654938,179.55373171964945,,,,goal,False,False,62,115.62372367273632,-14.701034736313732,9,0,0,0,5,2.4408368616104044,0.0,0.0,0.0,0.5819760602982743,0.6225602551313988,0.8004171094069028,2.3230926882342984,1.039516991891057,0,,False,head_on,21,0.0,False,0.0,tier_b,B-01-05,25,basin,off,re
model,head_on,9.300729462140197,0.4907812762822736,180.39008287060133,,,,goal,False,False,56,59.75870429724793,-46.61333990679426,11,0,5,0,11,6.404782510333184,0.0,0.7374848656559249,0.0,2.7232713253963694,0.7027620778657513,0.9270157039650746,1.4843620019676225,1.074304302413348,0,,False,head_on,24,0.0,False,0.0,tier_b,B-01-06,26,basin,off,re
model,head_on,9.278345624670196,0.0876846891904896,172.92675308091736,,,,collision:target,True,True,25,-302.1084943473165,-18.07124520163954,4,0,15,0,6,0.9381773375960496,0.0,2.8331886395183323,0.0,0.7172862840606887,0.5808528044042542,0.725640182523508,1.270084543897613,0.2964414688130144,0,,False,head_on,21,0.0,False,0.0,tier_b,B-01-07,27,basin,off,re
model,head_on,9.245518109439786,1.5604044988807242,181.0718761681306,,,,goal,False,False,66,104.48349866808704,-40.97263633591045,13,0,24,0,10,1.227424863468523,0.0,8.181831669015335,0.0,1.2093976118413416,0.5751394948673196,0.6821889090456216,2.323867337573443,0.6239753576161271,0,,False,head_on,24,0.0,False,0.0,tier_b,B-01-08,28,basin,off,re
model,head_on,9.211667837413923,0.8338205925396898,189.8049088605852,,,,goal,False,False,62,132.6589930653217,-3.857614026191984,7,1,0,0,0,0.7793012348885952,1.4729998674232892e-05,0.0,0.0,0.0,0.6118575966650026,0.7781258945279104,2.444491008926614,0.921868150188354,0,,False,crossing,22,0.0,False,0.0,tier_b,B-01-09,29,basin,off,re
model,head_on,9.203210751227637,1.4223699758268815,184.6129587610424,,,,goal,False,False,63,125.75599930243204,-17.316712233229694,15,0,0,0,4,3.0265758569896977,0.0,0.0,0.0,0.5189248313623754,0.6142457251257709,0.7951912336699777,2.665370069510153,0.6848415612796236,0,,False,head_on,25,0.0,False,0.0,tier_b,B-01-10,30,basin,off,re
model,head_on,9.244515379983476,1.4868756911998968,183.60038852428104,,,,goal,False,False,58,71.37925074313041,-23.77697112031204,11,0,0,0,5,4.322152339818087,0.0,0.0,0.0,0.5294037862694472,0.6969783095096453,0.9668503442005688,3.062572563996854,1.2151509486022976,0,,False,head_on,22,0.0,False,0.0,tier_b,B-01-11,31,basin,off,re
model,head_on,9.200225500826145,0.5899479392232831,189.2362237238048,,,,goal,False,False,59,71.04221699066127,-20.26119724876583,5,0,0,0,8,1.3959583236253672,0.0,0.0,0.0,2.9669341215156133,0.665998939341269,0.9557352935842778,1.6127217606110151,0.9051596803808848,0,,False,head_on,10,0.0,False,0.0,tier_b,B-01-12,32,basin,off,re
model,head_on,9.21591083701563,1.9692993347311831,179.1373502782262,,,,goal,False,False,61,32.95347226124099,-55.08318386478838,23,0,22,0,1,9.092216569867205,0.0,2.5030367124580977,0.0,0.2368399286881257,0.6455313365886192,0.7621019053585699,3.664072343600561,1.7663888957772165,0,,False,head_on,23,0.0,False,0.0,tier_b,B-01-13,33,basin,off,re
model,head_on,9.286416237673734,1.005576796011224,179.10235302222068,,,,goal,False,False,64,104.9395249020488,-38.38744038711344,14,0,0,0,5,6.840581227817479,0.0,0.0,0.0,1.0059029576482037,0.6083842830797515,0.8075752080188993,2.1584934802722144,0.6543263108225676,0,,False,head_on,23,0.0,False,0.0,tier_b,B-01-14,34,basin,off,re
model,head_on,9.311066723611471,0.9411731537378314,189.52863652514128,,,,goal,False,False,63,117.72355955453504,-29.84142324573646,9,1,0,0,11,4.726419340692133,0.0014730293862141,0.0,0.0,1.430745780855252,0.6122727700238032,0.6799478188542102,2.2978320702799744,0.6344912727158192,0,,False,crossing,18,0.0,False,0.0,tier_b,B-01-15,35,basin,off,re
model,head_on,9.200006265576246,1.5159147659622918,178.72341169426187,,,,goal,False,False,59,79.97327482140676,-53.21512352397106,18,0,8,0,5,8.902258158002894,0.0,1.8618625591945064,0.0,0.5436089841681095,0.6565726259437898,0.8681434286331062,1.9253936653578136,0.5971662770679991,0,,False,head_on,28,0.0,False,0.0,tier_b,B-01-16,36,basin,off,re
model,head_on,9.22114650453297,0.7428668060270553,184.26874233517697,,,,goal,False,False,63,98.65827873924545,-37.62702697922082,11,0,24,0,1,1.7840722439195082,0.0,7.975099775069138,0.0,0.0190022625711905,0.6043450483835618,0.7376966017370161,2.471764484966309,1.1229637287271863,0,,False,head_on,25,0.0,False,0.0,tier_b,B-01-17,37,basin,off,re
model,head_on,9.200470430032327,0.2928937121848394,185.39955660403396,,,,collision:target,True,True,30,-337.88992436934285,-18.59630646845729,0,0,20,0,0,0.0,0.0,5.165640685682578,0.0,0.0,0.575023915294335,0.6452546060825933,1.7034634981386154,0.7790755033899647,0,,False,head_on,21,0.0,False,0.0,tier_b,B-01-18,38,basin,off,re
model,head_on,9.352939218815166,1.066486818993451,171.15925359824612,,,,collision:target,True,True,26,-307.6673377568917,-28.928568058336182,5,0,24,0,1,2.002355823161293,0.0,5.003438913219314,0.0,0.2232281435773889,0.5722728799507564,0.695735461115902,1.8395392931879488,0.2573479058749472,0,,False,head_on,24,0.0,False,0.0,tier_b,B-01-19,39,basin,off,re
model,head_on,9.256330245640896,1.5474947809722523,187.2342081353497,,,,collision:target,True,True,31,-321.92500348407475,-25.4099378318726,4,0,8,0,9,0.4358604934457297,0.0,0.7543144383814874,0.0,4.56375475803175,0.5168781533087997,0.5884071910465274,1.938261527498426,0.9805211735108844,0,,False,head_on,10,0.0,False,0.0,tier_b,B-02-00,40,basin,off,nc
model,head_on,9.281601739441284,1.3405400952264204,172.94377414042276,,,,goal,False,False,64,80.3480201190096,-15.489892898245923,7,0,19,0,0,0.5447234620419938,0.0,3.5537532669827923,0.0,0.0,0.6092916936473876,0.7471777600780539,3.1353808600043798,1.1301113647164758,0,,False,head_on,23,0.0,False,0.0,tier_b,B-02-01,41,basin,off,nc
model,head_on,9.204720813060794,0.038078027907568,173.94089562375711,,,,goal,False,False,60,25.28924471753615,-28.071910797740465,9,0,4,0,7,3.984381958519153,0.0,0.7117138097668004,0.0,1.2860111973133717,0.7072249983507951,0.9054479955596172,2.2066061319527908,2.197321842491088,0,,False,head_on,23,0.0,False,0.0,tier_b,B-02-02,42,basin,off,nc
model,head_on,9.29621242204588,0.7415014641403002,174.1759991409701,,,,collision:target,True,True,31,-310.88769318001005,-27.191729570796184,4,0,16,0,9,1.791486314523994,0.0,3.8189008294068905,0.0,1.0168509617861343,0.6234881213843838,0.7949135276215133,0.9355452711362252,0.5022612894003073,0,,False,head_on,25,0.0,False,0.0,tier_b,B-02-03,43,basin,off,nc
model,head_on,9.275651035120449,0.335488764722645,182.62160393304384,,,,goal,False,False,63,13.600717694421064,-62.74590479494835,22,0,26,0,8,5.654509673363728,0.0,8.858311537849689,0.0,0.6369245278975602,0.6366260811190995,0.8004390211664688,2.3984711344925063,1.692420318260039,0,,False,head_on,26,0.0,False,0.0,tier_b,B-02-04,44,basin,off,nc
model,head_on,9.229951581013864,0.1710491520658996,186.591260843747,,,,goal,False,False,64,105.65241843292684,-22.812060322506937,8,0,1,0,6,3.9561741590336186,0.0,0.0579568103403244,0.0,0.6711897151256351,0.6207493889255622,0.8690491118652709,2.204027811712326,1.226891487471392,0,,False,head_on,24,0.0,False,0.0,tier_b,B-02-05,45,basin,off,nc
model,head_on,9.233553308203,0.5619209417395277,187.36177101255709,,,,goal,False,False,62,85.7048113679826,-20.766525721343672,10,0,2,0,5,3.636925598281875,0.0,0.1682068858198256,0.0,0.4795998268660037,0.651432790273696,0.8757911056344911,2.85979529874903,1.3896483186954909,0,,False,head_on,27,0.0,False,0.0,tier_b,B-02-06,46,basin,off,nc
model,head_on,9.334546561988192,1.5897840087463606,185.567855299883,,,,goal,False,False,65,124.51985327553788,-17.74029546754563,9,0,0,0,6,2.901820605964644,0.0,0.0,0.0,0.750285215115698,0.6093844059718149,0.866702464207623,2.849073705552828,0.6552320861337935,0,,False,head_on,23,0.0,False,0.0,tier_b,B-02-07,47,basin,off,nc
model,head_on,9.365056400865678,0.8539494126094023,172.71492502312827,,,,goal,False,False,64,93.1907190588665,-44.28677547602952,10,0,26,0,8,2.467404772026248,0.0,8.206447338059306,0.0,0.5622025416635741,0.6128914752039986,0.7112598343441006,2.711397585289978,1.1500986741367314,0,,False,head_on,26,0.0,False,0.0,tier_b,B-02-08,48,basin,off,nc
model,head_on,9.403528215758516,1.4069194440777255,188.63191750342895,,,,goal,False,False,67,124.60893934145268,-20.79944970723472,13,0,0,0,4,3.7687659748903775,0.0,0.0,0.0,0.4764573625616337,0.5892051426191418,0.766622097429509,2.6910094496066668,0.7335241093691036,0,,False,head_on,22,0.0,False,0.0,tier_b,B-02-09,49,basin,off,nc
model,head_on,9.31502694743324,1.500484760725203,179.69860973926174,,,,goal,False,False,64,112.23448419949956,-34.83283417339402,14,0,3,0,8,5.500483760260388,0.0,0.1343591329881024,0.0,1.5826103736328745,0.614828609726306,0.7748845023922519,2.370320495374609,0.5336122132373617,0,,False,head_on,23,0.0,False,0.0,tier_b,B-02-10,50,basin,off,nc
model,head_on,9.28945567360151,0.3727570193837672,172.21756266106624,,,,goal,False,False,56,78.16001009783291,-16.44446499391318,10,0,1,0,4,2.613473891227252,0.0,0.1077638622807864,0.0,0.693293184028322,0.707397586736689,0.8987993387565839,2.122158690970971,1.008048764771183,0,,False,head_on,21,0.0,False,0.0,tier_b,B-02-11,51,basin,off,nc
model,head_on,9.252438644524617,1.969661290550588,176.24305999260258,,,,goal,False,False,64,126.34132695220868,-27.41283913404473,12,0,25,0,5,0.2477313709152996,0.0,6.980164044084407,0.0,0.2351062865133629,0.5990748681602435,0.6696496577626528,2.871065990102056,0.5484524263898549,0,,False,head_on,25,0.0,False,0.0,tier_b,B-02-12,52,basin,off,nc
model,head_on,9.232390648429304,0.1565344319281632,189.6379104841306,,,,goal,False,False,66,52.91547965608011,-65.599601020615,19,0,29,0,6,6.3009477657855175,0.0,7.929477766889295,0.0,1.3030643598167146,0.5851159079234607,0.7725638060302269,1.384967388210894,1.1048333665661194,0,,False,head_on,29,0.0,False,0.0,tier_b,B-02-13,53,basin,off,nc
model,head_on,9.205743827437516,0.2461463452933365,170.46802077352527,,,,goal,False,False,60,97.79790976558772,-29.647410172945147,10,0,5,0,6,3.8116701129108734,0.0,1.0902111197058364,0.0,1.523307351798957,0.6500333120713293,0.922998641558341,1.2791624943114732,0.8213140647472171,0,,False,head_on,20,0.0,False,0.0,tier_b,B-02-14,54,basin,off,nc
model,head_on,9.21489430307935,0.2319072749485009,183.9612282286232,,,,goal,False,False,60,7.226526809020925,-42.97052925373567,16,0,25,0,3,3.552561458293236,0.0,6.89842105601168,0.0,0.122452051898247,0.6637829182762596,0.8482829712851823,3.1091421869888687,2.322529585666228,0,,False,head_on,25,0.0,False,0.0,tier_b,B-02-15,55,basin,off,nc
model,head_on,9.276960375115012,1.1226602107865504,170.36582971145847,,,,goal,False,False,65,94.83597011603108,-39.86538690152141,14,0,20,0,4,2.436967045283307,0.0,6.999887229516199,0.0,0.5784013335801602,0.5889986786815198,0.6959906401104956,2.2734393451634,1.0244058614006633,0,,False,head_on,20,0.0,False,0.0,tier_b,B-02-16,56,basin,off,nc
model,head_on,9.309294234930904,0.147219415480909,189.8406545053813,,,,goal,False,False,69,76.8761915339292,-49.33753382663989,13,0,25,0,5,4.298845738130457,0.0,6.798941497033734,0.0,0.7960128963494847,0.5619337673069817,0.7220369959748496,1.3768530247880042,0.9581742768646138,0,,False,head_on,25,0.0,False,0.0,tier_b,B-02-17,57,basin,off,nc
model,head_on,9.200258425260442,1.2288990454134774,179.23971580496945,,,,goal,False,False,57,78.72228808095477,-44.08510415840355,15,0,7,0,10,6.409862801593137,0.0,1.1680603092165414,0.0,1.8113924838528823,0.6723104328105961,0.9689360672823352,1.861942486822964,0.5033669233562722,0,,False,head_on,23,0.0,False,0.0,tier_b,B-02-18,58,basin,off,nc
model,head_on,9.202012305050516,0.8987680832950979,177.13534794289967,,,,goal,False,False,56,73.04744827140857,-34.914537528653184,9,0,15,0,2,4.460022247226603,0.0,3.2106273193778443,0.0,0.2842597900269462,0.6954588551415456,0.9620749436365142,1.703513288977244,0.6293043027428785,0,,False,head_on,26,0.0,False,0.0,tier_b,B-02-19,59,basin,off,nc
model,crossing,9.330877499311676,2.0229818515646305,142.9733531968989,port,,True,collision:target,True,True,22,-324.2701761562974,-10.59344751079083,2,1,0,0,5,0.6369583019700545,0.8395999030256528,0.0,0.0,0.7298854213471281,0.4158332400453517,0.57810117882623,0.8759335436040873,0.467811561148216,0,,False,crossing,14,1.0,True,0.0,tier_b,B-03-00,60,basin,off,cv
model,crossing,9.238491441800932,1.257700989202459,238.57996241282973,starboard,,True,collision:target,True,True,19,-336.0110287472089,-30.993611724668565,10,1,0,0,4,4.746619455285641,0.4052185572478657,0.0,0.0,1.220447458361713,0.4838978577559505,0.6400328142904592,1.2930191302869702,0.3882940098492209,0,,False,crossing,16,0.0,False,0.0,tier_b,B-03-01,61,basin,off,cv
model,crossing,9.240093955177118,2.231034711560081,260.5896970595145,starboard,,True,goal,False,False,86,-89.04368764331359,-16.95140143331366,13,0,0,0,3,3.297975145591249,0.0,0.0,0.0,0.1392054361415508,0.4534704419964734,0.8891096006214149,3.0584127934779013,0.9345046493344092,0,,False,crossing,18,0.0,False,0.0,tier_b,B-03-02,62,basin,off,cv
model,crossing,9.201517480454864,2.0084584574246174,275.60243456813623,starboard,,True,goal,False,False,69,92.52460357149164,-25.337547320309383,9,0,0,0,3,4.434993111630006,0.0,0.0,0.0,0.7520736483868571,0.5503004841836006,0.7042794684434398,2.204338972004833,0.7430803538725345,0,,False,crossing,10,0.0,False,0.0,tier_b,B-03-03,63,basin,off,cv
model,crossing,9.260113930250167,0.2859667630882159,138.91656669025917,port,,True,collision:target,True,True,16,-335.50893665549074,-27.77973297914276,13,0,0,0,8,3.667412733023189,0.0,0.0,0.0,2.1391199890395494,0.4066050959046679,0.5457883547209016,1.5939554875210122,0.1523169113867971,0,,False,crossing,13,1.0,True,0.0,tier_b,B-03-04,64,basin,off,cv
model,crossing,9.237840941101046,0.5502840017265848,207.7121290530307,starboard,,True,goal,False,False,60,14.860681096388191,-71.92125722252953,18,15,0,0,7,12.299609841099636,0.7581829144078874,0.0,0.0,1.618929573948283,0.6608662116901081,0.879583952599459,1.9329735813206492,1.2747297091836227,0,,False,crossing,19,0.0,False,0.0,tier_b,B-03-05,65,basin,off,cv
model,crossing,9.211327034375728,0.0603920799497881,260.0280844491019,starboard,,True,collision:target,True,True,20,-349.3361052854633,-37.92952717999211,12,6,0,0,2,5.207896644115063,2.159168220370045,0.0,0.0,0.3250124668424043,0.4530801304796735,0.6091048401905031,1.3538281641653789,0.1635505883142371,0,,False,crossing,18,0.0,False,0.0,tier_b,B-03-06,66,basin,off,cv
model,crossing,9.322534511039123,0.5930397068558804,103.58840207093462,port,,True,collision:boundary,True,False,47,-390.4315765325528,-3.291451124142915,0,0,0,0,2,0.0,0.0,0.0,0.0,0.73143358314287,0.5041183623509301,0.6922600035129889,1.761745599724493,1.6831803145756623,0,,False,crossing,15,1.0,True,0.0,tier_b,B-03-07,67,basin,off,cv
model,crossing,9.38374683148518,1.4192463365211565,273.11473987217323,starboard,,True,goal,False,False,84,-8.005234901714687,-10.175311220054096,10,0,0,0,3,1.9259701131390088,0.0,0.0,0.0,0.1426131466702219,0.502962565795985,0.7767668820412554,3.1925082134412337,1.0837775755639512,0,,False,crossing,33,0.0,False,0.0,tier_b,B-03-08,68,basin,off,cv
model,crossing,9.201593276637976,0.3073618577114048,135.28689016963023,port,,False,goal,False,False,74,1.130775699892908,-3.2533555065366224,1,0,0,0,1,0.217346960455172,0.0,0.0,0.0,0.4838862338407824,0.5632374078739898,0.8235169459067446,1.5319979564171462,2.689087582326917,0,,False,crossing,17,1.0,True,0.0,tier_b,B-03-09,69,basin,off,cv
model,crossing,9.40098472489406,2.465391222055432,77.88933403414416,port,,True,collision:target,True,True,17,-314.6003364053444,-13.481815698503157,1,15,0,0,1,0.0087317544681127,2.6936327628350947,0.0,0.0,0.0233580750782834,0.516088986237054,0.7378651816817583,1.2581825807745852,0.6633427585034636,0,,False,crossing,15,1.0,True,0.0,tier_b,B-03-10,70,basin,off,cv
model,crossing,9.201175690895838,1.5622646265707425,123.45730483776164,port,,True,goal,False,False,66,95.1434759825492,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5943946246060258,0.7339399164168067,2.915622504618684,1.6780312167630025,0,,False,never,0,0.0,False,0.0,tier_b,B-03-11,71,basin,off,cv
model,crossing,9.314565232180996,0.6521833898558921,268.977941256137,starboard,,True,collision:target,True,True,19,-295.8171962053156,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5179392964983618,0.6429588194732323,1.482847108178663,0.8094866484050078,0,,False,never,0,0.0,False,0.0,tier_b,B-03-12,72,basin,off,cv
model,crossing,9.335227303646349,1.9554168095833968,75.85050993155522,port,,True,goal,False,False,80,9.149551810070337,-3.119645949451737,7,0,0,0,1,0.5629444839434301,0.0,0.0,0.0,0.074015723095946,0.5162591082220278,0.7324956540808285,3.220679317953092,2.334854453435982,0,,False,crossing,10,1.0,True,0.0,tier_b,B-03-13,73,basin,off,cv
model,crossing,9.210022881938844,0.0057111335262258,281.6063487279274,starboard,,False,collision:target,True,True,28,-367.27003139745705,-40.09582622773423,15,0,0,0,14,4.69035118224203,0.0,0.0,0.0,3.7507973056969286,0.3517203880860026,0.5499707264570342,1.5600058107303585,0.3075209202527411,0,,False,crossing,21,0.0,False,0.0,tier_b,B-03-14,74,basin,off,cv
model,crossing,9.201092418652424,0.2107579181403868,68.87657035594039,port,,False,collision:target,True,True,17,-335.5346631288681,-32.00571447739457,7,1,0,0,9,1.9358051851098868,0.8686755210547805,0.0,0.0,4.027452218195437,0.4939413953464393,0.6085296955238376,1.320762987436388,0.246798270912,0,,False,crossing,12,1.0,True,0.0,tier_b,B-03-15,75,basin,off,cv
model,crossing,9.237973158896006,2.22153400131721,73.65372992762265,port,,True,goal,False,False,77,-126.53494083254222,-8.131300030682084,6,0,0,0,2,1.463428156938914,0.0,0.0,0.0,0.1971845897409907,0.5421116857291692,0.8579183350501864,3.3612901031731117,1.904289906809285,0,,False,crossing,11,1.0,True,0.0,tier_b,B-03-16,76,basin,off,cv
model,crossing,9.22158192110366,0.1358321528349695,277.27515777197266,starboard,,True,collision:target,True,True,28,-356.5941983873001,-24.9581265382274,10,0,0,0,9,3.2267609398663626,0.0,0.0,0.0,1.9968133079753123,0.3538955413936691,0.5469538805778377,1.4585601732192195,0.2896467106449121,0,,False,crossing,24,0.0,False,0.0,tier_b,B-03-17,77,basin,off,cv
model,crossing,9.237563948226011,1.2098525599380203,199.80318687283807,starboard,,True,goal,False,False,62,54.04555405310514,-40.12756871935469,11,6,0,0,6,7.419916854413478,0.0240084396968279,0.0,0.0,0.7289196696685943,0.6338280814930269,0.7695925713162416,2.4718290321109087,1.771209113195295,0,,False,crossing,14,0.0,False,0.0,tier_b,B-03-18,78,basin,off,cv
model,crossing,9.266883250942996,0.53724528402496,124.07276332236594,port,,True,collision:target,True,True,17,-304.27400898833656,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4237826584501321,0.5483517620668745,1.3659446505697093,0.1251664747859546,0,,False,never,0,0.0,False,0.0,tier_b,B-03-19,79,basin,off,cv
model,crossing,9.204718687799774,0.7792305127844068,86.02031430015951,port,,True,goal,False,False,80,-61.594456774699765,-2.621741656907924,0,0,0,0,4,0.0,0.0,0.0,0.0,0.5826092570906499,0.5305091669797621,0.8264688699788538,2.492960539700993,2.362442326534983,0,,False,crossing,18,1.0,True,0.0,tier_b,B-04-00,80,basin,off,re
model,crossing,9.470886766165224,1.2637917724747307,95.74456904742506,port,,True,goal,False,False,76,40.0410070812258,-12.530201653944424,8,0,0,0,5,1.812921481576189,0.0,0.0,0.0,0.7902756266982865,0.5381916530803568,0.8778341508327396,2.4712903296604987,1.3506081332455273,0,,False,crossing,17,1.0,True,0.0,tier_b,B-04-01,81,basin,off,re
model,crossing,9.243634658067052,0.0115621156995146,136.01355255317026,port,,True,collision:target,True,True,17,-327.1532587854102,-23.621538400023653,7,4,0,0,9,1.4320868892825438,0.4774989366867546,0.0,0.0,3.1486863469945843,0.4234459333718999,0.5452784339245311,1.6318213564937425,0.0790455724542159,0,,False,crossing,15,1.0,True,0.0,tier_b,B-04-02,82,basin,off,re
model,crossing,9.329433801063674,0.8176006137484946,130.0610229832874,port,,False,collision:target,True,True,17,-339.7526620151873,-39.40275819672035,10,2,0,0,3,7.11728330167041,0.1684856767894372,0.0,0.0,0.7418226118542462,0.4524127057440584,0.5822969934611114,1.792358797232402,0.2373693122418286,0,,False,crossing,14,1.0,True,0.0,tier_b,B-04-03,83,basin,off,re
model,crossing,9.200232254515456,0.229795866767434,222.67033261256643,starboard,,True,collision:target,True,True,18,-325.5107232825025,-27.31376262487943,10,9,0,0,2,4.441328857006831,0.8316751797231736,0.0,0.0,0.2694205873479797,0.4765559174731508,0.6276084737660518,1.8489929806985057,0.3998590651236154,0,,False,crossing,15,0.0,False,0.0,tier_b,B-04-04,84,basin,off,re
model,crossing,9.356387110289646,2.269274861684816,191.85943145848017,starboard,,True,goal,False,False,64,127.2380960956922,-11.949504117249456,10,0,0,0,0,2.414041235807971,0.0,0.0,0.0,0.0,0.606741054527875,0.7460541242011044,3.184657755464413,0.8260855625001514,0,,False,crossing,16,0.0,False,0.0,tier_b,B-04-05,85,basin,off,re
