width,bend,has_bend,dcpa_drawn,offset_frac,spawn_off_centre,outcome,collided_target,steps,min_range,lat_at_min,snaps,first_snap_step,max_jump,max_dh,coll_within_3s_of_snap,frac_not_head_on_near,clamp,policy,idx
4.714898798648277,-14.079746443687108,False,0.08594449996880371,0.12672654993158367,0.8810082058900985,collision:target,True,35,1.7179589769677177,0.658880205868075,0,,0.0,0.0,False,0.1578947368421053,on,model,18
4.688847854912078,-33.02159070968628,True,1.3885356859153797,-0.055924567955791565,1.9587026880049843,collision:target,True,23,1.7458557668592993,0.18748923580584637,1,0.0,1.9318212066649005,29.944785955993154,False,1.0,on,model,19
6.053957239938283,3.595296311034113,False,1.1610102603999974,0.13992918412351865,2.7731019001431094,collision:target,True,34,1.0411691491642985,-1.0124799818987498,1,0.0,2.7674713223008838,4.940786197067212,False,0.8421052631578947,on,model,20
6.0,-31.14206403956255,True,1.1532522249845545,-0.015742392875975175,0.4461029519771688,goal,False,50,2.2161536634060117,-2.131355739035397,0,,0.0,0.0,False,0.875,on,model,21
5.999999999999999,8.138851896814414,False,1.0548264325212529,0.3,1.7573114153058005,goal,False,53,1.9696006058256919,-1.9427868419287782,0,,0.0,0.0,False,1.0,on,model,22
5.999999999999999,21.617038249969482,True,0.03670725630003924,0.2069063688023984,1.49479252952721,collision:target,True,29,1.8157782954138662,0.2894776238813802,0,,0.0,0.0,False,0.9375,on,model,23
5.298835854508,-18.827308416366577,False,0.7870190103627532,0.202885344932914,0.16380063609331724,collision:boundary,False,30,1.7968172160325078,-1.4591692478622857,0,,0.0,0.0,False,0.8333333333333334,on,model,24
6.039489584250211,27.27047324180603,True,1.1594090426277182,-0.20986959781168124,1.052135273839015,collision:target,True,31,1.8642438629126645,0.6292687293532631,0,,0.0,0.0,False,0.2666666666666667,on,model,25
5.843338541376127,30.133899450302124,True,0.4570427385228544,-0.015184296403768172,1.742994799140435,goal,False,51,1.2416207602632454,-1.207343065480157,0,,0.0,0.0,False,1.0,on,model,26
6.044012620006167,18.827308416366577,False,0.5317459855422795,0.2402799145861965,3.140124023646266,goal,False,62,1.094856474984666,-1.091947757163254,18,0.0,3.1189127960343868,21.80122215799318,False,1.0,on,model,27
5.591030207335043,22.09088059648826,True,0.011739362685243115,-0.07790998302950011,2.5774471521499973,goal,False,55,2.164602724155881,-2.163425133941055,2,0.0,2.639936890957982,26.75281554511284,False,1.0,on,model,28
6.0,-4.9761759547219375,False,0.37413948972481004,0.2614786597960627,0.4017462815837207,goal,False,67,1.1905616166172277,-1.1882152057456616,0,,0.0,0.0,False,0.84375,on,model,29
5.9034460921538585,33.02159070968628,True,1.4743688155362717,0.2119228017218523,2.815302681397642,goal,False,66,0.9336465597587802,-0.8618277159535738,2,0.0,2.794067587451283,32.67125157222034,False,0.9230769230769231,on,model,30
6.0,21.617038249969482,True,1.3472959214865994,0.1106670748556778,1.3607572129586767,goal,False,51,2.531057114830953,-2.4615115837591914,0,,0.0,0.0,False,0.8333333333333334,on,model,31
